Relation,Ent1,Ent2,URI_1,URI_2,#Sentence
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_153,#LowerCretaceous,6169
located_in,UNIDADE_LITO,BACIA,#formacao_215,#BASE_CD_BACIA_116,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_215,#LowerCretaceous,6169
located_in,UNIDADE_LITO,BACIA,#formacao_009,#BASE_CD_BACIA_116,6169
located_in,UNIDADE_LITO,BACIA,#formacao_236,#BASE_CD_BACIA_116,6169
located_in,UNIDADE_LITO,BACIA,#formacao_131,#BASE_CD_BACIA_116,6169
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jurassic,#LowerCretaceous,6169
located_in,UNIDADE_LITO,BACIA,#formacao_216,#BASE_CD_BACIA_116,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_216,#LowerCretaceous,6169
located_in,UNIDADE_LITO,BACIA,#formacao_103,#BASE_CD_BACIA_116,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_103,#LowerCretaceous,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_103,#Jurassic,6169
located_in,UNIDADE_LITO,BACIA,#formacao_154,#BASE_CD_BACIA_116,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_154,#Paleozoic,6169
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_102,#Jurassic,6169
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_102,#Paleozoic,6169
located_in,UNIDADE_LITO,BACIA,#formacao_260,#BASE_CD_BACIA_116,6169
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Paleogene,6170
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#LowerCretaceous,6170
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleogene,#Cretaceous,6170
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Cretaceous,6170
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Pliocene,#Quaternary,6171
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_016,#Pliocene,6171
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Quaternary,#Pliocene,6171
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_215,#Jiquia_Age,6175
constituted_by,UNIDADE_LITO,ROCHA,#formacao_215,#sandstone,6175
constituted_by,UNIDADE_LITO,ROCHA,#formacao_215,#shale,6175
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_009,#Jiquia_Age,6175
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,6175
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#shale,6175
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6242
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6242
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6344
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0519,#BASE_CD_BACIA_116,6344
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6356
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0519,#BASE_CD_BACIA_116,6356
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6357
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0519,#BASE_CD_BACIA_116,6357
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,6371
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,6371
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_153,#Aratu_Age,6371
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_153,#Buracica_Age,6371
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6371
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6383
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0519,#BASE_CD_BACIA_116,6383
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0916,#BASE_CD_BACIA_116,6383
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,6390
located_in,UNIDADE_LITO,BACIA,#formacao_153,#BASE_CD_BACIA_116,6395
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0888,#BASE_CD_BACIA_266,6439
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#Buracica_Age,6445
located_in,UNIDADE_LITO,BACIA,#formacao_149,#BASE_CD_BACIA_240,6445
constituted_by,UNIDADE_LITO,ROCHA,#formacao_149,#sandstone,6458
constituted_by,UNIDADE_LITO,ROCHA,#formacao_149,#shale,6458
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Eoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Neoburacica_Subage,6490
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Neoburacica_Subage,#Neoburacica_Subage,6490
located_in,UNIDADE_LITO,BACIA,#formacao_149,#BASE_CD_BACIA_240,6649
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Jiquia_Age,6675
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Buracica_Age,6675
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#Buracica_Age,6695
located_in,UNIDADE_LITO,BACIA,#formacao_149,#BASE_CD_BACIA_240,6695
located_in,UNIDADE_LITO,BACIA,#formacao_149,#BASE_CD_BACIA_230,6695
constituted_by,UNIDADE_LITO,ROCHA,#formacao_295,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_239,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_083,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_083,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_264,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_264,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_204,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_204,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_343,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_343,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_171,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_171,#BASE_CD_BACIA_266,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_266,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_266,#BASE_CD_BACIA_250,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_255,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_255,#BASE_CD_BACIA_250,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_262,#BASE_CD_BACIA_266,6717
located_in,UNIDADE_LITO,BACIA,#formacao_262,#BASE_CD_BACIA_250,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_256,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_256,#BASE_CD_BACIA_266,6717
located_in,UNIDADE_LITO,BACIA,#formacao_256,#BASE_CD_BACIA_250,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_122,#sandstone,6717
located_in,UNIDADE_LITO,BACIA,#formacao_122,#BASE_CD_BACIA_266,6717
located_in,UNIDADE_LITO,BACIA,#formacao_122,#BASE_CD_BACIA_250,6717
constituted_by,UNIDADE_LITO,ROCHA,#formacao_016,#sandstone,6717
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,6736
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,6736
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Jiquia_Age,6736
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Buracica_Age,6736
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Alagoas_Age,6736
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_239,#Dom_Joao_Age,6802
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_083,#Dom_Joao_Age,6802
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#sandstone,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#sandstone,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#shale,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#shale,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#shale,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#shale,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_083,#sandstone,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_083,#sandstone,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_083,#shale,6803
constituted_by,UNIDADE_LITO,ROCHA,#formacao_083,#shale,6803
located_in,UNIDADE_LITO,BACIA,#formacao_264,#BASE_CD_BACIA_266,6810
constituted_by,UNIDADE_LITO,ROCHA,#formacao_264,#shale,6810
constituted_by,UNIDADE_LITO,ROCHA,#formacao_264,#sandstone,6810
constituted_by,UNIDADE_LITO,ROCHA,#formacao_264,#sandstone,6810
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_204,#Aratu_Age,6812
constituted_by,UNIDADE_LITO,ROCHA,#formacao_204,#sandstone,6812
constituted_by,UNIDADE_LITO,ROCHA,#formacao_204,#shale,6812
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_204,#Aratu_Age,6814
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_204,#Jiquia_Age,6814
constituted_by,UNIDADE_LITO,ROCHA,#formacao_204,#sandstone,6814
constituted_by,UNIDADE_LITO,ROCHA,#formacao_204,#shale,6814
located_in,UNIDADE_LITO,BACIA,#formacao_343,#BASE_CD_BACIA_266,6818
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_343,#Alagoas_Age,6818
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_343,#Aptian,6818
constituted_by,UNIDADE_LITO,ROCHA,#formacao_343,#shale,6818
constituted_by,UNIDADE_LITO,ROCHA,#formacao_343,#sandstone,6818
located_in,UNIDADE_LITO,BACIA,#formacao_013,#BASE_CD_BACIA_250,6818
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_013,#Alagoas_Age,6818
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_013,#Aptian,6818
constituted_by,UNIDADE_LITO,ROCHA,#formacao_013,#shale,6818
constituted_by,UNIDADE_LITO,ROCHA,#formacao_013,#sandstone,6818
located_in,UNIDADE_LITO,BACIA,#formacao_171,#BASE_CD_BACIA_266,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_171,#Albian,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_171,#Turonian,6820
located_in,UNIDADE_LITO,BACIA,#formacao_266,#BASE_CD_BACIA_250,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_266,#Albian,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_266,#Turonian,6820
located_in,UNIDADE_LITO,BACIA,#formacao_255,#BASE_CD_BACIA_250,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_255,#Albian,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_255,#Turonian,6820
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_262,#Coniacian,6822
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_262,#Coniacian,6822
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_122,#Coniacian,6822
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_122,#Coniacian,6822
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_016,#Coniacian,6822
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_016,#Coniacian,6822
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Coniacian,6822
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Coniacian,#Coniacian,6822
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#shale,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_262,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_122,#shale,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_122,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_122,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_016,#shale,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_016,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_016,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_256,#shale,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_256,#sandstone,6823
constituted_by,UNIDADE_LITO,ROCHA,#formacao_256,#sandstone,6823
located_in,UNIDADE_LITO,BACIA,#formacao_095,#BASE_CD_BACIA_240,6935
located_in,UNIDADE_LITO,BACIA,#formacao_145,#BASE_CD_BACIA_240,6935
located_in,UNIDADE_LITO,BACIA,#formacao_095,#BASE_CD_BACIA_240,6949
located_in,UNIDADE_LITO,BACIA,#formacao_145,#BASE_CD_BACIA_240,6949
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#LowerCretaceous,7218
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_149,#Buracica_Age,7253
located_in,UNIDADE_LITO,BACIA,#formacao_149,#BASE_CD_BACIA_240,7253
located_in,UNIDADE_LITO,BACIA,#formacao_149,#BASE_CD_BACIA_230,7253
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Cenozoic,7330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#UpperCretaceous,7330
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Cretaceous,7340
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Paleogene,7340
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#UpperCretaceous,7340
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Paleogene,7340
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleogene,#UpperCretaceous,7340
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleogene,#Cretaceous,7340
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Cenozoic,7347
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#UpperCretaceous,7347
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Cenozoic,7356
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#UpperCretaceous,7356
located_in,UNIDADE_LITO,BACIA,#formacao_249,#BASE_CD_BACIA_316,7492
located_in,UNIDADE_LITO,BACIA,#formacao_331,#BASE_CD_BACIA_316,7492
located_in,UNIDADE_LITO,BACIA,#membro_032,#BASE_CD_BACIA_316,7492
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_032,#formacao_331,7492
located_in,UNIDADE_LITO,BACIA,#formacao_163,#BASE_CD_BACIA_316,7492
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Lutetian,#Eocene,7493
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eocene,#Lutetian,7493
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,7495
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Santonian,#Campanian,7496
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Santonian,7496
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Campanian,#Maastrichtian,7496
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Maastrichtian,#Campanian,7496
located_in,UNIDADE_LITO,BACIA,#formacao_331,#BASE_CD_BACIA_316,7498
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Miocene,#Oligocene,7500
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Oligocene,#Miocene,7500
located_in,UNIDADE_LITO,BACIA,#grupo_038,#BASE_CD_BACIA_300,7503
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,7518
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,7518
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleocene,#Eocene,7528
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Eocene,#Paleocene,7528
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Lutetian,#Lutetian,7533
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Lutetian,#Lutetian,7533
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Priabonian,#Oligocene,7544
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Oligocene,#Priabonian,7544
located_in,UNIDADE_LITO,BACIA,#formacao_331,#BASE_CD_BACIA_316,7554
temporal_relation,UNIDADE_LITO,NÃOCONSOLID,#formacao_331,#sand,7554
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#Cretaceous,7566
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cenozoic,7566
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#Cenozoic,7588
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cenozoic,#UpperCretaceous,7588
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Proterozoic,7768
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Proterozoic,#Paleozoic,7768
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Paleozoic,#Mesozoic,7786
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Mesozoic,#Paleozoic,7786
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#Aptian,7787
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#LowerCretaceous,7787
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_230,7792
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_240,7792
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_295,#Permian,7792
located_in,UNIDADE_LITO,BACIA,#grupo_022,#BASE_CD_BACIA_230,7792
located_in,UNIDADE_LITO,BACIA,#grupo_022,#BASE_CD_BACIA_240,7792
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_022,#Permian,7792
located_in,UNIDADE_LITO,BACIA,#formacao_295,#BASE_CD_BACIA_240,7793
constituted_by,UNIDADE_LITO,ROCHA,#formacao_295,#sandstone,7793
constituted_by,UNIDADE_LITO,ROCHA,#formacao_295,#shale,7793
located_in,UNIDADE_LITO,BACIA,#formacao_305,#BASE_CD_BACIA_215,7794
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,7794
located_in,UNIDADE_LITO,BACIA,#formacao_102,#BASE_CD_BACIA_116,7794
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Permian,#Triassic,7795
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Triassic,#Permian,7795
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_027,#Permian,7795
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,7798
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,7798
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aratu_Age,#Buracica_Age,7799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Aratu_Age,7799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Buracica_Age,#Jiquia_Age,7799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Buracica_Age,7799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Jiquia_Age,#Alagoas_Age,7799
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Tithonian,#Berriasian,7801
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Berriasian,#Tithonian,7801
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperJurassic,#LowerCretaceous,7802
temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#LowerCretaceous,#UpperJurassic,7802
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_022,#Dom_Joao_Age,7807
constituted_by,UNIDADE_LITO,ROCHA,#grupo_022,#shale,7807
constituted_by,UNIDADE_LITO,ROCHA,#grupo_022,#sandstone,7807
constituted_by,UNIDADE_LITO,ROCHA,#grupo_022,#sandstone,7807
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_335,#Dom_Joao_Age,7807
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#formacao_335,#grupo_022,7807
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#shale,7807
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#sandstone,7807
constituted_by,UNIDADE_LITO,ROCHA,#formacao_335,#sandstone,7807
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_239,#Dom_Joao_Age,7807
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#formacao_239,#grupo_022,7807
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#shale,7807
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,7807
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,7807
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#formacao_229,#grupo_057,7809
constituted_by,UNIDADE_LITO,ROCHA,#formacao_125,#sandstone,7810
located_in,UNIDADE_LITO,BACIA,#formacao_125,#BASE_CD_BACIA_240,7810
constituted_by,UNIDADE_LITO,ROCHA,#formacao_145,#conglomerate,7817
constituted_by,UNIDADE_LITO,ROCHA,#membro_070,#shale,7819
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_070,#formacao_095,7819
located_in,UNIDADE_LITO,BACIA,#membro_070,#BASE_CD_BACIA_240,7819
located_in,UNIDADE_LITO,BACIA,#membro_070,#BASE_CD_BACIA_230,7819
constituted_by,UNIDADE_LITO,ROCHA,#formacao_095,#shale,7819
located_in,UNIDADE_LITO,BACIA,#formacao_095,#BASE_CD_BACIA_240,7819
located_in,UNIDADE_LITO,BACIA,#formacao_095,#BASE_CD_BACIA_230,7819
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#membro_025,#formacao_095,7821
constituted_by,UNIDADE_LITO,ROCHA,#membro_025,#shale,7821
constituted_by,UNIDADE_LITO,ROCHA,#membro_025,#sandstone,7821
constituted_by,UNIDADE_LITO,ROCHA,#formacao_095,#shale,7821
constituted_by,UNIDADE_LITO,ROCHA,#formacao_095,#sandstone,7821
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_338,#Neoriodaserra_Subage,7822
constituted_by,UNIDADE_LITO,ROCHA,#formacao_338,#sandstone,7822
constituted_by,UNIDADE_LITO,ROCHA,#formacao_338,#shale,7822
constituted_by,UNIDADE_LITO,ROCHA,#formacao_338,#shale,7822
constituted_by,UNIDADE_LITO,ROCHA,#membro_013,#sandstone,7823
constituted_by,UNIDADE_LITO,ROCHA,#membro_005,#sandstone,7823
has_age,UNIDADE_LITO,UNIDADE_CRONO,#grupo_032,#Aratu_Age,7824
constituted_by,UNIDADE_LITO,ROCHA,#grupo_032,#sandstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#grupo_032,#siltstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#grupo_032,#shale,7824
has_age,UNIDADE_LITO,UNIDADE_CRONO,#formacao_217,#Aratu_Age,7824
constituted_by,UNIDADE_LITO,ROCHA,#formacao_217,#sandstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#formacao_217,#siltstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#formacao_217,#shale,7824
temporal_relation,UNIDADE_LITO,UNIDADE_LITO,#formacao_217,#grupo_032,7824
has_age,UNIDADE_LITO,UNIDADE_CRONO,#membro_078,#Aratu_Age,7824
constituted_by,UNIDADE_LITO,ROCHA,#membro_078,#sandstone,7824
constituted_by,UNIDADE_LITO,ROCHA,#membro_078,#siltstone,7824
