#Sentence,sentence,Ent1,Ent2,URI_1,URI_2,has_relation,relation
2423,"Vale     Fontes, [E1] Lemede [/E1] e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – [E2] Toarciano inferior [/E2] de Peniche..",UNIDADE_LITO,UNIDADE_CRONO,#inter_formacao_001,#Lower_Toarcian_Subage,False,no_relation
2423,"[E2] Vale     Fontes [/E2], Lemede e [E1] Cabo Carvoeiro [/E1] (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_LITO,#inter_formacao_002,#inter_formacao_006,False,no_relation
2423,"Vale     Fontes, [E2] Lemede [/E2] e [E1] Cabo Carvoeiro [/E1] (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_LITO,#inter_formacao_002,#inter_formacao_001,False,no_relation
2423,"Vale     Fontes, Lemede e [E1] Cabo Carvoeiro [/E1] ([E2] membros Cabo Carvoeiro 1 [/E2] e 2)    seção Pliensbaquiano – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_LITO,#inter_formacao_002,#inter_membro_001,False,no_relation
2423,"Vale     Fontes, Lemede e [E1] Cabo Carvoeiro [/E1] (membros Cabo Carvoeiro 1 e 2)    seção [E2] Pliensbaquiano [/E2] – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_CRONO,#inter_formacao_002,#Pliensbachian,False,no_relation
2423,"Vale     Fontes, Lemede e [E1] Cabo Carvoeiro [/E1] (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – [E2] Toarciano inferior [/E2] de Peniche..",UNIDADE_LITO,UNIDADE_CRONO,#inter_formacao_002,#Lower_Toarcian_Subage,False,no_relation
2423,"[E2] Vale     Fontes [/E2], Lemede e Cabo Carvoeiro ([E1] membros Cabo Carvoeiro 1 [/E1] e 2)    seção Pliensbaquiano – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_LITO,#inter_membro_001,#inter_formacao_006,False,no_relation
2423,"Vale     Fontes, [E2] Lemede [/E2] e Cabo Carvoeiro ([E1] membros Cabo Carvoeiro 1 [/E1] e 2)    seção Pliensbaquiano – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_LITO,#inter_membro_001,#inter_formacao_001,False,no_relation
2423,"Vale     Fontes, Lemede e [E2] Cabo Carvoeiro [/E2] ([E1] membros Cabo Carvoeiro 1 [/E1] e 2)    seção Pliensbaquiano – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_LITO,#inter_membro_001,#inter_formacao_002,False,no_relation
2423,"Vale     Fontes, Lemede e Cabo Carvoeiro ([E1] membros Cabo Carvoeiro 1 [/E1] e 2)    seção [E2] Pliensbaquiano [/E2] – Toarciano inferior de Peniche..",UNIDADE_LITO,UNIDADE_CRONO,#inter_membro_001,#Pliensbachian,False,no_relation
2423,"Vale     Fontes, Lemede e Cabo Carvoeiro ([E1] membros Cabo Carvoeiro 1 [/E1] e 2)    seção Pliensbaquiano – [E2] Toarciano inferior [/E2] de Peniche..",UNIDADE_LITO,UNIDADE_CRONO,#inter_membro_001,#Lower_Toarcian_Subage,False,no_relation
2423,"[E2] Vale     Fontes [/E2], Lemede e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção [E1] Pliensbaquiano [/E1] – Toarciano inferior de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Pliensbachian,#inter_formacao_006,False,no_relation
2423,"Vale     Fontes, [E2] Lemede [/E2] e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção [E1] Pliensbaquiano [/E1] – Toarciano inferior de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Pliensbachian,#inter_formacao_001,False,no_relation
2423,"Vale     Fontes, Lemede e [E2] Cabo Carvoeiro [/E2] (membros Cabo Carvoeiro 1 e 2)    seção [E1] Pliensbaquiano [/E1] – Toarciano inferior de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Pliensbachian,#inter_formacao_002,False,no_relation
2423,"Vale     Fontes, Lemede e Cabo Carvoeiro ([E2] membros Cabo Carvoeiro 1 [/E2] e 2)    seção [E1] Pliensbaquiano [/E1] – Toarciano inferior de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Pliensbachian,#inter_membro_001,False,no_relation
2423,"Vale     Fontes, Lemede e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção [E1] Pliensbaquiano [/E1] – [E2] Toarciano inferior [/E2] de Peniche..",UNIDADE_CRONO,UNIDADE_CRONO,#Pliensbachian,#Lower_Toarcian_Subage,False,no_relation
2423,"[E2] Vale     Fontes [/E2], Lemede e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – [E1] Toarciano inferior [/E1] de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Toarcian_Subage,#inter_formacao_006,False,no_relation
2423,"Vale     Fontes, [E2] Lemede [/E2] e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – [E1] Toarciano inferior [/E1] de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Toarcian_Subage,#inter_formacao_001,False,no_relation
2423,"Vale     Fontes, Lemede e [E2] Cabo Carvoeiro [/E2] (membros Cabo Carvoeiro 1 e 2)    seção Pliensbaquiano – [E1] Toarciano inferior [/E1] de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Toarcian_Subage,#inter_formacao_002,False,no_relation
2423,"Vale     Fontes, Lemede e Cabo Carvoeiro ([E2] membros Cabo Carvoeiro 1 [/E2] e 2)    seção Pliensbaquiano – [E1] Toarciano inferior [/E1] de Peniche..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Toarcian_Subage,#inter_membro_001,False,no_relation
2423,"Vale     Fontes, Lemede e Cabo Carvoeiro (membros Cabo Carvoeiro 1 e 2)    seção [E2] Pliensbaquiano [/E2] – [E1] Toarciano inferior [/E1] de Peniche..",UNIDADE_CRONO,UNIDADE_CRONO,#Lower_Toarcian_Subage,#Pliensbachian,False,no_relation
2426,"O [E1] Jurássico Inferior [/E1] está particularmente bem representado    [E2] Bacia Lusitânica [/E2], por vários afloramentos de grande relevância geológica (Duarte,1997, 2004; Duarte e Soares, 2002; Azerêdo, et al. 2003; Duarte et al. 2004)..",UNIDADE_CRONO,BACIA,#Jurassic,#INTER_BACIA_003,False,no_relation
2426,"O [E2] Jurássico Inferior [/E2] está particularmente bem representado    [E1] Bacia Lusitânica [/E1], por vários afloramentos de grande relevância geológica (Duarte,1997, 2004; Duarte e Soares, 2002; Azerêdo, et al. 2003; Duarte et al. 2004)..",BACIA,UNIDADE_CRONO,#INTER_BACIA_003,#Jurassic,False,no_relation
2427,"Entre eles, a região de Peniche constitui uma     seções mais importantes (Duarte 2004, 2005) devido   boa exposição     séries margo-calcárias e   continuidade    sucessão sedimentar, com mais de 450 m de espessura, distribuída entre o [E1] Sinemuriano [/E1] e o [E2] Toarciano [/E2] (Mouterde, 1955; Wright e Wilson, 1984; Duarte, 1995, 2003, 2004, 2005; Duarte et al. 2004)..",UNIDADE_CRONO,UNIDADE_CRONO,#Sinemurian,#Toarcian,False,no_relation
2427,"Entre eles, a região de Peniche constitui uma     seções mais importantes (Duarte 2004, 2005) devido   boa exposição     séries margo-calcárias e   continuidade    sucessão sedimentar, com mais de 450 m de espessura, distribuída entre o [E2] Sinemuriano [/E2] e o [E1] Toarciano [/E1] (Mouterde, 1955; Wright e Wilson, 1984; Duarte, 1995, 2003, 2004, 2005; Duarte et al. 2004)..",UNIDADE_CRONO,UNIDADE_CRONO,#Toarcian,#Sinemurian,False,no_relation
2428,"Prova    sua grande importância é a indicação      International Subcommission on Jurassic Stratigraphy    seção que abrange o limite [E1] Pliensbaquiano [/E1] – [E2] Toarciano [/E2]    perfil de Peniche (localidade    Ponta    Trovão), como candidato    GSSP (Global Stratotype Section and Point)    Toarciano (Elmi et al. 1996; Elmi, 2002; Toarcian Working Group, 2005)..",UNIDADE_CRONO,UNIDADE_CRONO,#Pliensbachian,#Toarcian,True,temporal_relation
2428,"Prova    sua grande importância é a indicação      International Subcommission on Jurassic Stratigraphy    seção que abrange o limite [E1] Pliensbaquiano [/E1] – Toarciano    perfil de Peniche (localidade    Ponta    Trovão), como candidato    GSSP (Global Stratotype Section and Point)    [E2] Toarciano [/E2] (Elmi et al. 1996; Elmi, 2002; Toarcian Working Group, 2005)..",UNIDADE_CRONO,UNIDADE_CRONO,#Pliensbachian,#Toarcian,True,temporal_relation
2428,"Prova    sua grande importância é a indicação      International Subcommission on Jurassic Stratigraphy    seção que abrange o limite [E2] Pliensbaquiano [/E2] – [E1] Toarciano [/E1]    perfil de Peniche (localidade    Ponta    Trovão), como candidato    GSSP (Global Stratotype Section and Point)    Toarciano (Elmi et al. 1996; Elmi, 2002; Toarcian Working Group, 2005)..",UNIDADE_CRONO,UNIDADE_CRONO,#Toarcian,#Pliensbachian,True,temporal_relation
2428,"Prova    sua grande importância é a indicação      International Subcommission on Jurassic Stratigraphy    seção que abrange o limite Pliensbaquiano – [E1] Toarciano [/E1]    perfil de Peniche (localidade    Ponta    Trovão), como candidato    GSSP (Global Stratotype Section and Point)    [E2] Toarciano [/E2] (Elmi et al. 1996; Elmi, 2002; Toarcian Working Group, 2005)..",UNIDADE_CRONO,UNIDADE_CRONO,#Toarcian,#Toarcian,True,temporal_relation
2428,"Prova    sua grande importância é a indicação      International Subcommission on Jurassic Stratigraphy    seção que abrange o limite [E2] Pliensbaquiano [/E2] – Toarciano    perfil de Peniche (localidade    Ponta    Trovão), como candidato    GSSP (Global Stratotype Section and Point)    [E1] Toarciano [/E1] (Elmi et al. 1996; Elmi, 2002; Toarcian Working Group, 2005)..",UNIDADE_CRONO,UNIDADE_CRONO,#Toarcian,#Pliensbachian,True,temporal_relation
2428,"Prova    sua grande importância é a indicação      International Subcommission on Jurassic Stratigraphy    seção que abrange o limite Pliensbaquiano – [E2] Toarciano [/E2]    perfil de Peniche (localidade    Ponta    Trovão), como candidato    GSSP (Global Stratotype Section and Point)    [E1] Toarciano [/E1] (Elmi et al. 1996; Elmi, 2002; Toarcian Working Group, 2005)..",UNIDADE_CRONO,UNIDADE_CRONO,#Toarcian,#Toarcian,True,temporal_relation
2431,"A [E1] Formação Coimbra [/E1] é de [E2] idade sinemuriana [/E2], sendo composta, principalmente, por calcários bioclásticos..",UNIDADE_LITO,UNIDADE_CRONO,#inter_formacao_008,#Sinemurian,False,no_relation
2431,"A [E1] Formação Coimbra [/E1] é de idade sinemuriana, sendo composta, principalmente, por [E2] calcários [/E2] bioclásticos..",UNIDADE_LITO,ROCHA,#inter_formacao_008,#limestone,False,no_relation
2431,"A [E2] Formação Coimbra [/E2] é de [E1] idade sinemuriana [/E1], sendo composta, principalmente, por calcários bioclásticos..",UNIDADE_CRONO,UNIDADE_LITO,#Sinemurian,#inter_formacao_008,False,no_relation
2431,"A Formação Coimbra é de [E1] idade sinemuriana [/E1], sendo composta, principalmente, por [E2] calcários [/E2] bioclásticos..",UNIDADE_CRONO,ROCHA,#Sinemurian,#limestone,False,no_relation
2431,"A [E2] Formação Coimbra [/E2] é de idade sinemuriana, sendo composta, principalmente, por [E1] calcários [/E1] bioclásticos..",ROCHA,UNIDADE_LITO,#limestone,#inter_formacao_008,False,no_relation
2431,"A Formação Coimbra é de [E2] idade sinemuriana [/E2], sendo composta, principalmente, por [E1] calcários [/E1] bioclásticos..",ROCHA,UNIDADE_CRONO,#limestone,#Sinemurian,False,no_relation
2432,"A [E1] Formação Água de Madeiros [/E1], de [E2] idade neosinemuriana [/E2] – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_CRONO,#inter_formacao_005,#Upper_Sinemurian_Subage,False,no_relation
2432,"A [E1] Formação Água de Madeiros [/E1], de idade neosinemuriana – [E2] eopliens-baquiana [/E2] (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_CRONO,#inter_formacao_005,#Lower_Pliensbachian_Subage,False,no_relation
2432,"A Formação Ág[E1] ua de Madeiros, de idade  [/E1]neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E2] Membro Polvoeira [/E2], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_LITO,#inter_formacao_005,#inter_membro_006,False,no_relation
2432,"A Formação Ág[E1] ua de Madeiros, de idade  [/E1]neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de [E2] margas [/E2] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_formacao_005,#marlstone,False,no_relation
2432,"A Formação Ág[E1] ua de Madeiros, de idade  [/E1]neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de [E2] calcários [/E2] margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_formacao_005,#limestone,False,no_relation
2432,"A [E1] Formação Água de Madeiros [/E1], de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o [E2] Membro Praia de Pedra Lisa [/E2], constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_LITO,#inter_formacao_005,#inter_membro_007,False,no_relation
2432,"A [E1] Formação Água de Madeiros [/E1], de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por [E2] calcários [/E2] intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_formacao_005,#limestone,False,no_relation
2432,"A [E1] Formação Água de Madeiros [/E1], de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com [E2] margas [/E2] milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_formacao_005,#marlstone,False,no_relation
2432,"A [E2] Formação Água de Madeiros [/E2], de [E1] idade neosinemuriana [/E1] – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_LITO,#Upper_Sinemurian_Subage,#inter_formacao_005,False,no_relation
2432,"A Formação Água de Madeiros, de [E1] idade neosinemuriana [/E1] – [E2] eopliens-baquiana [/E2] (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Sinemurian_Subage,#Lower_Pliensbachian_Subage,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E1] nemuriana – eopliens [/E1]-baquiana (?) (fig. 4), é subdividida em dois membros: o [E2] Membro Polvoeira [/E2], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_LITO,#Upper_Sinemurian_Subage,#inter_membro_006,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E1] nemuriana – eopliens [/E1]-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de [E2] margas [/E2] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Upper_Sinemurian_Subage,#marlstone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E1] nemuriana – eopliens [/E1]-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de [E2] calcários [/E2] margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Upper_Sinemurian_Subage,#limestone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E1] nemuriana – eopliens [/E1]-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o [E2] Membro Praia de Pedra Lisa [/E2], constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_LITO,#Upper_Sinemurian_Subage,#inter_membro_007,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E1] nemuriana – eopliens [/E1]-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por [E2] calcários [/E2] intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Upper_Sinemurian_Subage,#limestone,False,no_relation
2432,"A Formação Água de Madeiros, de [E1] idade neosinemuriana [/E1] – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com [E2] margas [/E2] milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Upper_Sinemurian_Subage,#marlstone,False,no_relation
2432,"A [E2] Formação Água de Madeiros [/E2], de idade neosinemuriana – [E1] eopliens-baquiana [/E1] (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Pliensbachian_Subage,#inter_formacao_005,False,no_relation
2432,"A Formação Água de Madeiros, de [E2] idade neosinemuriana [/E2] – [E1] eopliens-baquiana [/E1] (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_CRONO,#Lower_Pliensbachian_Subage,#Upper_Sinemurian_Subage,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E1] quiana (?) (fig.  [/E1]4), é subdividida em dois membros: o [E2] Membro Polvoeira [/E2], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Pliensbachian_Subage,#inter_membro_006,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E1] quiana (?) (fig.  [/E1]4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de [E2] margas [/E2] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Lower_Pliensbachian_Subage,#marlstone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E1] quiana (?) (fig.  [/E1]4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de [E2] calcários [/E2] margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Lower_Pliensbachian_Subage,#limestone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E1] quiana (?) (fig.  [/E1]4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o [E2] Membro Praia de Pedra Lisa [/E2], constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,UNIDADE_LITO,#Lower_Pliensbachian_Subage,#inter_membro_007,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E1] quiana (?) (fig.  [/E1]4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por [E2] calcários [/E2] intercalados com margas milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Lower_Pliensbachian_Subage,#limestone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E1] quiana (?) (fig.  [/E1]4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com [E2] margas [/E2] milimétricas a centimétricas..",UNIDADE_CRONO,ROCHA,#Lower_Pliensbachian_Subage,#marlstone,False,no_relation
2432,"A Formação Ág[E2] ua de Madeiros, de idade  [/E2]neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_LITO,#inter_membro_006,#inter_formacao_005,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E2] nemuriana – eopliens [/E2]-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_CRONO,#inter_membro_006,#Upper_Sinemurian_Subage,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E2] quiana (?) (fig.  [/E2]4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_CRONO,#inter_membro_006,#Lower_Pliensbachian_Subage,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de [E2] margas [/E2] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_membro_006,#marlstone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de [E2] calcários [/E2] margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_membro_006,#limestone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o [E2] Membro Praia de Pedra Lisa [/E2], constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,UNIDADE_LITO,#inter_membro_006,#inter_membro_007,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por [E2] calcários [/E2] intercalados com margas milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_membro_006,#limestone,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E1] Membro Polvoeira [/E1], composto por alternância de margas e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com [E2] margas [/E2] milimétricas a centimétricas..",UNIDADE_LITO,ROCHA,#inter_membro_006,#marlstone,False,no_relation
2432,"A Formação Ág[E2] ua de Madeiros, de idade  [/E2]neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de [E1] margas [/E1] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",ROCHA,UNIDADE_LITO,#marlstone,#inter_formacao_005,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosi[E2] nemuriana – eopliens [/E2]-baquiana (?) (fig. 4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de [E1] margas [/E1] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",ROCHA,UNIDADE_CRONO,#marlstone,#Upper_Sinemurian_Subage,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-ba[E2] quiana (?) (fig.  [/E2]4), é subdividida em dois membros: o Membro Polvoeira, composto por alternância de [E1] margas [/E1] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",ROCHA,UNIDADE_CRONO,#marlstone,#Lower_Pliensbachian_Subage,False,no_relation
2432,"A Formação Água de Madeiros, de idade neosinemuriana – eopliens-baquiana (?) (fig. 4), é subdividida em dois membros: o [E2] Membro Polvoeira [/E2], composto por alternância de [E1] margas [/E1] e de calcários margosos associados a vários espécimes de echioceratídeos, e o Membro Praia de Pedra Lisa, constituído predominantemente por calcários intercalados com margas milimétricas a centimétricas..",ROCHA,UNIDADE_LITO,#marlstone,#inter_membro_006,False,no_relation
