Relation,Ent1,Ent2,URI_1,URI_2,#Sentence
constituted_by,UNIDADE_LITO,ROCHA,#formacao_294,#sandstone,15173
constituted_by,UNIDADE_LITO,ROCHA,#formacao_294,#igneous_rock,15319
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012020,#formacao_294,15348
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012020,#formacao_254,15348
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012020,#formacao_294,15348
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012020,#formacao_254,15348
located_in,UNIDADE_LITO,BACIA,#grupo_048,#BASE_CD_BACIA_300,15411
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,15479
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,15479
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0239,#BASE_CD_BACIA_281,15485
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,15538
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Albian,#Albian,15538
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#UpperCretaceous,15560
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#UpperCretaceous,#UpperCretaceous,15560
located_in,POÇO,BACIA,#POCO_CD_POCO_012186,#BASE_CD_BACIA_316,15641
located_in,POÇO,BACIA,#POCO_CD_POCO_011911,#BASE_CD_BACIA_316,15641
located_in,POÇO,BACIA,#POCO_CD_POCO_012153,#BASE_CD_BACIA_316,15641
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0373,#BASE_CD_BACIA_281,15670
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,15799
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,15799
located_in,POÇO,BACIA,#POCO_CD_POCO_012155,#BASE_CD_BACIA_316,15814
located_in,POÇO,BACIA,#POCO_CD_POCO_011907,#BASE_CD_BACIA_316,15827
constituted_by,UNIDADE_LITO,ROCHA,#formacao_183,#shale,15839
constituted_by,UNIDADE_LITO,ROCHA,#formacao_183,#sandstone,15839
constituted_by,UNIDADE_LITO,ROCHA,#formacao_183,#shale,15853
constituted_by,UNIDADE_LITO,ROCHA,#formacao_183,#shale,15865
located_in,POÇO,BACIA,#POCO_CD_POCO_006789,#BASE_CD_BACIA_106,16004
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0523,#BASE_CD_BACIA_281,16116
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0179,#BASE_CD_BACIA_240,16167
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_239,#grupo_022,16168
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,16170
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,16199
located_in,POÇO,BACIA,#POCO_CD_POCO_022975,#BASE_CD_BACIA_080,16207
located_in,POÇO,BACIA,#POCO_CD_POCO_017478,#BASE_CD_BACIA_100,16210
located_in,POÇO,BACIA,#POCO_CD_POCO_016511,#BASE_CD_BACIA_100,16210
located_in,POÇO,BACIA,#POCO_CD_POCO_020848,#BASE_CD_BACIA_270,16220
located_in,POÇO,BACIA,#POCO_CD_POCO_023745,#BASE_CD_BACIA_381,16221
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_009422,#membro_060,16284
constituted_by,UNIDADE_LITO,ROCHA,#formacao_287,#sandstone,16289
constituted_by,UNIDADE_LITO,ROCHA,#formacao_287,#sandstone,16289
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,16289
constituted_by,UNIDADE_LITO,ROCHA,#formacao_239,#sandstone,16289
constituted_by,UNIDADE_LITO,ROCHA,#formacao_287,#sandstone,16290
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,16296
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,16296
located_in,POÇO,BACIA,#POCO_CD_POCO_010831,#BASE_CD_BACIA_116,16334
located_in,POÇO,CAMPO,#POCO_CD_POCO_010831,#CAMP_CD_CAMPO_0536,16334
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0536,#BASE_CD_BACIA_116,16334
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0362,#BASE_CD_BACIA_240,16335
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0004,#BASE_CD_BACIA_240,16335
located_in,POÇO,BACIA,#POCO_CD_POCO_024176,#BASE_CD_BACIA_281,16353
located_in,POÇO,BACIA,#POCO_CD_POCO_012091,#BASE_CD_BACIA_316,16356
located_in,UNIDADE_LITO,BACIA,#formacao_331,#BASE_CD_BACIA_316,16358
located_in,POÇO,BACIA,#POCO_CD_POCO_023172,#BASE_CD_BACIA_051,16362
located_in,POÇO,BACIA,#POCO_CD_POCO_024176,#BASE_CD_BACIA_281,16370
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0975,#BASE_CD_BACIA_100,16378
located_in,UNIDADE_LITO,BACIA,#formacao_056,#BASE_CD_BACIA_100,16378
constituted_by,UNIDADE_LITO,ROCHA,#formacao_056,#sandstone,16378
constituted_by,UNIDADE_LITO,ROCHA,#formacao_056,#sandstone,16378
located_in,UNIDADE_LITO,BACIA,#formacao_253,#BASE_CD_BACIA_100,16378
constituted_by,UNIDADE_LITO,ROCHA,#formacao_253,#sandstone,16378
constituted_by,UNIDADE_LITO,ROCHA,#formacao_253,#sandstone,16378
located_in,POÇO,BACIA,#POCO_CD_POCO_025253,#BASE_CD_BACIA_281,16382
constituted_by,UNIDADE_LITO,ROCHA,#grupo_000,#limestone,16399
located_in,POÇO,CAMPO,#POCO_CD_POCO_025010,#CAMP_CD_CAMPO_0523,16402
located_in,POÇO,BACIA,#POCO_CD_POCO_025253,#BASE_CD_BACIA_281,16408
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#sandstone,16414
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,16414
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0536,#BASE_CD_BACIA_116,16415
located_in,POÇO,CAMPO,#POCO_CD_POCO_024505,#CAMP_CD_CAMPO_0373,16421
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_024505,#formacao_110,16421
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#limestone,16421
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#sandstone,16421
located_in,POÇO,BACIA,#POCO_CD_POCO_023169,#BASE_CD_BACIA_051,16425
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_024384,#grupo_000,16427
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0279,#BASE_CD_BACIA_281,16430
constituted_by,UNIDADE_LITO,ROCHA,#grupo_05,#shale,16441
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0027,#BASE_CD_BACIA_100,16448
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0388,#BASE_CD_BACIA_100,16448
located_in,POÇO,CAMPO,#POCO_CD_POCO_015948,#CAMP_CD_CAMPO_0725,16450
constituted_by,UNIDADE_LITO,ROCHA,#formacao_095,#sandstone,16452
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0773,#BASE_CD_BACIA_116,16453
located_in,POÇO,CAMPO,#POCO_CD_POCO_006960,#CAMP_CD_CAMPO_0773,16454
constituted_by,UNIDADE_LITO,ROCHA,#formacao_215,#sandstone,16455
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,16456
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0575,#BASE_CD_BACIA_020,16458
constituted_by,UNIDADE_LITO,ROCHA,#formacao_344,#sandstone,16471
constituted_by,UNIDADE_LITO,ROCHA,#formacao_019,#sandstone,16471
constituted_by,UNIDADE_LITO,ROCHA,#formacao_292,#diabase,16476
constituted_by,UNIDADE_LITO,ROCHA,#formacao_292,#sandstone,16476
constituted_by,UNIDADE_LITO,ROCHA,#formacao_344,#diabase,16476
constituted_by,UNIDADE_LITO,ROCHA,#formacao_344,#sandstone,16476
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0575,#BASE_CD_BACIA_020,16478
located_in,POÇO,BACIA,#POCO_CD_POCO_022687,#BASE_CD_BACIA_090,16480
located_in,POÇO,CAMPO,#POCO_CD_POCO_024465,#CAMP_CD_CAMPO_0668,16488
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0093,#BASE_CD_BACIA_300,16492
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0734,#BASE_CD_BACIA_281,16497
located_in,POÇO,BACIA,#POCO_CD_POCO_024918,#BASE_CD_BACIA_281,16497
located_in,POÇO,CAMPO,#POCO_CD_POCO_024918,#CAMP_CD_CAMPO_0682,16497
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0682,#BASE_CD_BACIA_281,16497
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0682,#BASE_CD_BACIA_281,16499
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0234,#BASE_CD_BACIA_100,16515
located_in,POÇO,BACIA,#POCO_CD_POCO_016933,#BASE_CD_BACIA_100,16515
located_in,POÇO,CAMPO,#POCO_CD_POCO_016933,#CAMP_CD_CAMPO_0234,16515
constituted_by,UNIDADE_LITO,ROCHA,#formacao_253,#sandstone,16517
located_in,UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,16519
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0819,#BASE_CD_BACIA_100,16519
located_in,POÇO,CAMPO,#POCO_CD_POCO_012040,#CAMP_CD_CAMPO_0970,16521
located_in,POÇO,BACIA,#POCO_CD_POCO_012040,#BASE_CD_BACIA_316,16521
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0970,#BASE_CD_BACIA_316,16521
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0970,#BASE_CD_BACIA_316,16526
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0393,#BASE_CD_BACIA_316,16526
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0322,#BASE_CD_BACIA_316,16526
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0248,#BASE_CD_BACIA_316,16526
located_in,POÇO,CAMPO,#POCO_CD_POCO_016933,#CAMP_CD_CAMPO_0234,16529
located_in,POÇO,BACIA,#POCO_CD_POCO_016933,#BASE_CD_BACIA_100,16529
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0234,#BASE_CD_BACIA_100,16529
located_in,POÇO,BACIA,#POCO_CD_POCO_011890,#BASE_CD_BACIA_316,16530
located_in,POÇO,BACIA,#POCO_CD_POCO_011894,#BASE_CD_BACIA_316,16534
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0881,#BASE_CD_BACIA_281,16537
located_in,POÇO,CAMPO,#POCO_CD_POCO_023376,#CAMP_CD_CAMPO_0881,16538
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_022866,#formacao_028,16547
constituted_by,UNIDADE_LITO,ROCHA,#formacao_028,#sandstone,16547
constituted_by,UNIDADE_LITO,ROCHA,#formacao_232,#sandstone,16548
located_in,POÇO,BACIA,#POCO_CD_POCO_020490,#BASE_CD_BACIA_281,16553
located_in,POÇO,CAMPO,#POCO_CD_POCO_020490,#CAMP_CD_CAMPO_0065,16553
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0065,#BASE_CD_BACIA_281,16553
located_in,POÇO,CAMPO,#POCO_CD_POCO_021725,#CAMP_CD_CAMPO_0065,16555
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0003,#BASE_CD_BACIA_281,16556
constituted_by,UNIDADE_LITO,ROCHA,#formacao_027,#sandstone,16562
constituted_by,UNIDADE_LITO,FLUIDODATERRA_i,#formacao_027,#oil,16562
located_in,POÇO,BACIA,#POCO_CD_POCO_021906,#BASE_CD_BACIA_270,16565
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,16667
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,16667
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,16667
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,16667
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,16668
constituted_by,UNIDADE_LITO,ROCHA,#formacao_200,#shale,16668
constituted_by,UNIDADE_LITO,ROCHA,#formacao_296,#shale,16668
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,16668
located_in,POÇO,BACIA,#POCO_CD_POCO_012864,#BASE_CD_BACIA_096,16674
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0995,#BASE_CD_BACIA_096,16675
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,16675
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0383,#BASE_CD_BACIA_096,16675
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,16675
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0082,#BASE_CD_BACIA_096,16699
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0352,#BASE_CD_BACIA_096,16699
constituted_by,UNIDADE_LITO,ROCHA,#formacao_296,#sandstone,16704
constituted_by,UNIDADE_LITO,ROCHA,#formacao_296,#sandstone,16714
constituted_by,UNIDADE_LITO,ROCHA,#formacao_200,#sandstone,16714
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_012983,#formacao_296,16715
constituted_by,UNIDADE_LITO,ROCHA,#formacao_200,#shale,16715
constituted_by,UNIDADE_LITO,FLUIDODATERRA_i,#formacao_200,#oil,16715
constituted_by,UNIDADE_LITO,FLUIDODATERRA_i,#formacao_200,#oil,16715
constituted_by,UNIDADE_LITO,ROCHA,#formacao_296,#shale,16715
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Albian_Subage,#Upper_Albian_Subage,16727
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Upper_Albian_Subage,#Upper_Albian_Subage,16727
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,16737
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,16737
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Lower_Albian_Subage,#Lower_Albian_Subage,16738
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Lower_Albian_Subage,#Lower_Albian_Subage,16738
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,16740
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Aptian,#Aptian,16740
located_in,POÇO,CAMPO,#POCO_CD_POCO_018470,#CAMP_CD_CAMPO_0352,16753
atravessa,POÇO,UNIDADE_LITO,#POCO_CD_POCO_018470,#formacao_296,16753
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0383,#BASE_CD_BACIA_096,16782
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,16878
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,16878
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0118,#BASE_CD_BACIA_281,17039
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0247,#BASE_CD_BACIA_281,17039
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0684,#BASE_CD_BACIA_281,17039
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0683,#BASE_CD_BACIA_281,17039
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0881,#BASE_CD_BACIA_281,17042
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0881,#BASE_CD_BACIA_281,17052
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0881,#BASE_CD_BACIA_281,17058
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#sandstone,17058
located_in,UNIDADE_LITO,BACIA,#formacao_110,#BASE_CD_BACIA_281,17058
constituted_by,UNIDADE_LITO,ROCHA,#formacao_110,#sandstone,17058
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17090
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17090
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0773,#BASE_CD_BACIA_116,17155
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0773,#BASE_CD_BACIA_116,17164
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,17189
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#shale,17189
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,17193
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,17193
constituted_by,UNIDADE_LITO,ROCHA,#formacao_215,#shale,17194
constituted_by,UNIDADE_LITO,NÃOCONSOLID,#formacao_009,#clay,17333
constituted_by,UNIDADE_LITO,NÃOCONSOLID,#formacao_215,#clay,17333
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0118,#BASE_CD_BACIA_281,17344
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0773,#BASE_CD_BACIA_116,17355
constituted_by,UNIDADE_LITO,ROCHA,#formacao_009,#sandstone,17360
located_in,UNIDADE_LITO,BACIA,#formacao_009,#BASE_CD_BACIA_116,17360
located_in,CAMPO,BACIA,#CAMP_CD_CAMPO_0773,#BASE_CD_BACIA_116,17360
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17429
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17430
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#diamictite,17430
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#shale,17430
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17447
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17447
located_in,UNIDADE_LITO,BACIA,#formacao_193,#BASE_CD_BACIA_300,17447
constituted_by,UNIDADE_LITO,ROCHA,#formacao_193,#sandstone,17447
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17463
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17466
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17468
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,17524
located_in,UNIDADE_LITO,BACIA,#formacao_259,#BASE_CD_BACIA_300,17524
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17524
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17524
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17524
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_113,#grupo_033,17525
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,17525
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_242,#grupo_033,17525
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_281,#grupo_033,17525
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17526
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17526
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#shale,17526
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#diamictite,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17526
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#shale,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#diamictite,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#sandstone,17526
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_113,#grupo_033,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#sandstone,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#shale,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#diamictite,17526
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#diamictite,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#diamictite,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_228,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_228,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_157,#sandstone,17529
constituted_by,UNIDADE_LITO,ROCHA,#formacao_157,#sandstone,17529
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_019,#formacao_242,17535
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_040,#formacao_113,17535
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17536
constituted_by,UNIDADE_LITO,ROCHA,#membro_075,#sandstone,17537
constituted_by,UNIDADE_LITO,ROCHA,#formacao_113,#sandstone,17537
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17543
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#diamictite,17543
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#shale,17543
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#shale,17546
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#diamictite,17546
constituted_by,UNIDADE_LITO,ROCHA,#formacao_259,#sandstone,17562
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_113,#grupo_033,17620
part_of,UNIDADE_LITO,UNIDADE_LITO,#formacao_259,#grupo_033,17620
part_of,UNIDADE_LITO,UNIDADE_LITO,#membro_020,#formacao_242,17632
constituted_by,UNIDADE_LITO,ROCHA,#membro_020,#shale,17641
constituted_by,UNIDADE_LITO,ROCHA,#formacao_157,#shale,17652
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#shale,17652
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17670
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17672
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17672
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17678
constituted_by,UNIDADE_LITO,ROCHA,#grupo_033,#sandstone,17702
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17702
located_in,UNIDADE_LITO,BACIA,#grupo_033,#BASE_CD_BACIA_300,17712
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17840
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17840
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17845
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17845
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17847
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17847
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17898
has_temporal_relation,UNIDADE_CRONO,UNIDADE_CRONO,#Cretaceous,#Cretaceous,17898
